model,head,regime,dof,horizon_samples,horizon_s,picp_id,picp_ood,picp_delta,width_id,width_ood,width_delta,width_ratio_id,width_ratio_ood
tcn_gaussian_conformal,gaussian,unseen_vessel,heave,150,15.0,0.8980192062088613,0.8891721006483938,-0.008847105560467527,1.2010452131886755,1.120094268007763,-0.0809509451809125,0.48120661706205575,0.5203139010077104
tcn_gaussian_conformal,gaussian,unseen_vessel,heave_rate,10,1.0,0.8970421640141467,0.24550545240200417,-0.6515367116121425,0.00972380155480552,0.008200008002495181,-0.0015237935523103388,0.006574926961593129,0.006793446555045021
tcn_gaussian_conformal,gaussian,unseen_vessel,heave_rate,20,2.0,0.8977505771686806,0.3138040021121918,-0.5839465750564887,0.02705395755753259,0.022068317154648336,-0.004985640402884253,0.018291174320560613,0.01828104126383448
tcn_gaussian_conformal,gaussian,unseen_vessel,heave_rate,30,3.0,0.8986953838785735,0.4730020139502898,-0.4256933699282837,0.05780450602909454,0.04704139180949412,-0.010763114219600418,0.03907781657032519,0.03897412311783764
tcn_gaussian_conformal,gaussian,unseen_vessel,heave_rate,50,5.0,0.8988396760487278,0.46693253266529133,-0.4319071433834365,0.11221287698534689,0.09317850737934856,-0.01903436960599833,0.07586934501113632,0.0771895667065377
tcn_gaussian_conformal,gaussian,unseen_vessel,heave_rate,100,10.0,0.8991489832007074,0.7194852760585518,-0.17966370714215552,0.42901201548595486,0.3559979525523836,-0.07301406293357127,0.2901967990295786,0.294859824340657
tcn_gaussian_conformal,gaussian,unseen_vessel,heave_rate,150,15.0,0.8993139981825328,0.8876393800962766,-0.011674618086256139,0.7981758334526937,0.7054311224684023,-0.09274471098429138,0.5402068835564228,0.5842687958314801
tcn_gaussian_conformal,gaussian,unseen_vessel,pitch,10,1.0,0.9004537528244425,0.565390448472345,-0.3350633043520975,0.03575438865601107,0.024723876616309568,-0.011030512039701502,0.008755673582342449,0.0071242673603012065
tcn_gaussian_conformal,gaussian,unseen_vessel,pitch,20,2.0,0.8998996094901267,0.43567332252677077,-0.46422628696335594,0.1130509552011129,0.08543677807745187,-0.02761417712366103,0.027682963679629653,0.024613903341188653
tcn_gaussian_conformal,gaussian,unseen_vessel,pitch,30,3.0,0.8983868442381374,0.3827986847922193,-0.5155881594459182,0.19226941388111332,0.15855600538298945,-0.033713408498123876,0.04708053923800504,0.04566394365409935
