model,seed,vessel,ss,heading_deg,speed_kn,dof,horizon_samples,horizon_s,n_realizations,n_windows,rmse,mae,rmse_persistence,skill,sse,sae,sse_persistence,regime
ar40,0,frigate,SS3,45.0,0.0,heave_rate,150,15.0,8,9048,0.09383119467791845,0.07423803234673894,0.11208749413397678,0.2992224640317346,79.6612439207138,671.7057166732939,113.67551017548777,id
ar40,0,frigate,SS3,45.0,0.0,pitch,10,1.0,8,9048,0.002074488426895013,0.0016507272408558557,0.40259162303967805,0.9999734482858058,0.03893808820709154,14.935780075263782,1466.4999751927025,id
ar40,0,frigate,SS3,45.0,0.0,pitch,20,2.0,8,9048,0.02297787156057562,0.018287776258410222,0.7308987185906894,0.9990116626815893,4.777186396998596,165.46779958609568,4833.558652505807,id
ar40,0,frigate,SS3,45.0,0.0,pitch,30,3.0,8,9048,0.08505452561360469,0.06769616158363204,0.9265359223607406,0.9915730516969623,65.45569601791108,612.5148700087027,7767.425841964207,id
ar40,0,frigate,SS3,45.0,0.0,pitch,50,5.0,8,9048,0.18213715935827526,0.14529858485917885,0.831370227251959,0.9520036532052092,300.15785272323274,1314.6615958058503,6253.764562677292,id
ar40,0,frigate,SS3,45.0,0.0,pitch,100,10.0,8,9048,0.35454935721979847,0.28291130118329066,0.8025690733120441,0.8048410090308205,1137.381072186589,2559.781453106414,5827.971678569553,id
ar40,0,frigate,SS3,45.0,0.0,pitch,150,15.0,8,9048,0.4814668802739156,0.3829007656161327,0.5082572468055104,0.1026421295008203,2097.420108332706,3464.4861272947683,2337.3284809615134,id
ar40,0,frigate,SS3,45.0,0.0,pitch_rate,10,1.0,8,9048,0.006868734201096991,0.005467187641218636,0.3494758074298539,0.9996137049102766,0.42688020218509104,49.46711377774621,1105.0624601277148,id
ar40,0,frigate,SS3,45.0,0.0,pitch_rate,20,2.0,8,9048,0.040189432126880566,0.03198179497223387,0.6313033700692857,0.9959472713744664,14.614243233954953,289.37128090877206,3606.025614910458,id
ar40,0,frigate,SS3,45.0,0.0,pitch_rate,30,3.0,8,9048,0.08155552422521906,0.06486620902093236,0.7924675400407674,0.9894088333237668,60.18099435437183,586.909459221396,5682.187448661263,id
ar40,0,frigate,SS3,45.0,0.0,pitch_rate,50,5.0,8,9048,0.13849807904883854,0.1112679177586221,0.6837249917223829,0.9589678200820393,173.55618356117546,1006.7521198800127,4229.757812238629,id
ar40,0,frigate,SS3,45.0,0.0,pitch_rate,100,10.0,8,9048,0.3539928048056584,0.2825771223322234,0.7013602874020092,0.7452544968578969,1133.8130761685934,2556.757802861957,4450.767774833402,id
ar40,0,frigate,SS3,45.0,0.0,pitch_rate,150,15.0,8,9048,0.3994326142491475,0.31809149953230154,0.4400704630402935,0.17616051121575504,1443.575947772818,2878.0918877682643,1752.253888561629,id
