model,head,n_realizations,dof,horizon_samples,horizon_s,n_windows,n_quantiles,alpha,picp,mean_interval_width,winkler,crps,pinball,crossing_rate,picp_ci_lo,picp_ci_hi,seed,deterministic,n_params,fit_time_s,best_epoch,epochs_run,best_val_loss,val_loss_name,regime,signal_std
residual_interval,quantile,480,pitch,100,10.0,542880,9,0.1,0.6889257294429708,2.6087283002770465,9.776400104252462,0.8683653664167434,0.4341826832083721,0.0,0.6693595269672856,0.7076034298555851,0,True,68400,3.3781932900019456,,,,,unseen_seastate,1.7986835875269107
residual_interval,quantile,480,pitch,150,15.0,542880,9,0.1,0.6747052755673445,3.230777723418284,12.271571032335912,1.096322638863385,0.5481613194316924,0.0,0.6548512562628943,0.6935826057323902,0,True,68400,3.3781932900019456,,,,,unseen_seastate,1.799090637361259
residual_interval,quantile,480,heave,10,1.0,542880,9,0.1,0.23759210138520484,0.006935054930256119,0.18847860286037324,0.01123776128675621,0.005618880643378106,0.0,0.22735406535514296,0.24760039050987326,0,True,68400,3.3781932900019456,,,,,unseen_seastate,1.3052269451126672
residual_interval,quantile,480,heave,20,2.0,542880,9,0.1,0.2333535956380784,0.06461042138027406,1.8111329343009002,0.10750415115450297,0.05375207557725155,0.0,0.22304137194223403,0.24325688918361332,0,True,68400,3.3781932900019456,,,,,unseen_seastate,1.3051890619407918
residual_interval,quantile,480,heave,30,3.0,542880,9,0.1,0.2268272914824639,0.21055047244833794,6.223280260302223,0.3666857363582621,0.18334286817913095,0.0,0.21659068302387266,0.2369018936044798,0,True,68400,3.3781932900019456,,,,,unseen_seastate,1.3051257868066772
residual_interval,quantile,480,heave,50,5.0,542880,9,0.1,0.22022362216327734,0.3347641595918281,10.675678475581416,0.6229005707839497,0.31145028539197483,0.0,0.20968984858532272,0.2306614721485411,0,True,68400,3.3781932900019456,,,,,unseen_seastate,1.305196114559555
residual_interval,quantile,480,heave,100,10.0,542880,9,0.1,0.32635389036251106,0.8887366476520748,13.56573104760513,0.8948263334954268,0.44741316674771336,0.0,0.31630470822281165,0.33628209733274383,0,True,68400,3.3781932900019456,,,,,unseen_seastate,1.3048466130537077
residual_interval,quantile,480,heave,150,15.0,542880,9,0.1,0.3628776156793398,1.323806327932999,15.611534705223116,1.095074011778451,0.5475370058892254,0.0,0.3535730732390215,0.3714256373415856,0,True,68400,3.3781932900019456,,,,,unseen_seastate,1.3047382588874747
residual_interval,quantile,480,roll_rate,10,1.0,542880,9,0.1,0.5195457559681698,0.014584939501304225,0.14036180784773758,0.009710417055646983,0.00485520852782349,0.0,0.492221899867374,0.5448072778514589,0,True,68400,3.3781932900019456,,,,,unseen_seastate,3.299047438683298
residual_interval,quantile,480,roll_rate,20,2.0,542880,9,0.1,0.516767978190392,0.1350429950542924,1.3366182570593421,0.09184433227849137,0.04592216613924571,0.0,0.4894198994252874,0.5421958351753611,0,True,68400,3.3781932900019456,,,,,unseen_seastate,3.2992335448738204
residual_interval,quantile,480,roll_rate,30,3.0,542880,9,0.1,0.5141504568228706,0.4426496640601257,4.508514313831968,0.3077245901626518,0.15386229508132598,0.0,0.4865510794282346,0.5402196157530209,0,True,68400,3.3781932900019456,,,,,unseen_seastate,3.2996776276077266
residual_interval,quantile,480,roll_rate,50,5.0,542880,9,0.1,0.5107887562628942,0.6770135327093737,7.243390718656579,0.48868346691636294,0.2443417334581813,0.0,0.4827802645151783,0.5372296363837312,0,True,68400,3.3781932900019456,,,,,unseen_seastate,3.3008478104739085
residual_interval,quantile,480,roll_rate,100,10.0,542880,9,0.1,0.5627947244326554,1.6873077310538886,11.87558394167648,0.8873726445186796,0.4436863222593391,0.0,0.5376929524020041,0.586287531314471,0,True,68400,3.3781932900019456,,,,,unseen_seastate,3.3023390388764846
residual_interval,quantile,480,roll_rate,150,15.0,542880,9,0.1,0.5737861037430003,2.5859563717543836,16.721168445621043,1.2838141661161124,0.6419070830580563,0.0,0.5494059460654288,0.5966168398172709,0,True,68400,3.3781932900019456,,,,,unseen_seastate,3.303717238675165
residual_interval,quantile,480,pitch_rate,10,1.0,542880,9,0.1,0.8041132478632479,0.027622247334643243,0.09088176808270035,0.007696206442197008,0.003848103221098507,0.0,0.7830252081491306,0.8234435326407309,0,True,68400,3.3781932900019456,,,,,unseen_seastate,1.256288669542056
residual_interval,quantile,480,pitch_rate,20,2.0,542880,9,0.1,0.7889404656646036,0.23477533576448417,0.7518562425437071,0.06564669190942385,0.03282334595471193,0.0,0.7685503702475686,0.8083482998084291,0,True,68400,3.3781932900019456,,,,,unseen_seastate,1.2564720932103475
residual_interval,quantile,480,pitch_rate,30,3.0,542880,9,0.1,0.7619916003536693,0.6659351892807188,2.1589257193000067,0.19284513652270402,0.09642256826135202,0.0,0.7422255378720897,0.7820509136457412,0,True,68400,3.3781932900019456,,,,,unseen_seastate,1.2564709426767824
