regime,model_a,model_b,seed,dof,horizon_samples,horizon_s,skill_diff,ci_lo,ci_hi,n_realizations,n_boot,ci_level,bootstrap_seed
unseen_seastate,tcn,ar20,2,heave,100,10.0,0.35361194694336967,0.31868279559917617,0.38805605693524176,480,1000,0.95,0
unseen_seastate,tcn,ar20,2,heave,150,15.0,0.11193186573449634,0.09033077430762167,0.13390307848216357,480,1000,0.95,0
unseen_seastate,tcn,ar20,2,roll_rate,10,1.0,-0.013774238784499007,-0.014196432588242417,-0.013395880993361076,480,1000,0.95,0
unseen_seastate,tcn,ar20,2,roll_rate,20,2.0,-0.005015865306611559,-0.0052832079541921,-0.004730952092185818,480,1000,0.95,0
unseen_seastate,tcn,ar20,2,roll_rate,30,3.0,0.00031800004863089996,-0.00028977200367053994,0.0009802691271937826,480,1000,0.95,0
unseen_seastate,tcn,ar20,2,roll_rate,50,5.0,0.004534809259039213,0.0037133049057502814,0.005477043718249498,480,1000,0.95,0
unseen_seastate,tcn,ar20,2,roll_rate,100,10.0,0.12077735891329565,0.10648576684750981,0.13674053016128476,480,1000,0.95,0
unseen_seastate,tcn,ar20,2,roll_rate,150,15.0,0.08097478056319103,0.06707318725682045,0.09886304568886642,480,1000,0.95,0
unseen_seastate,tcn,ar20,2,pitch_rate,10,1.0,-0.008125063033904988,-0.008567612193400373,-0.007590186835238899,480,1000,0.95,0
unseen_seastate,tcn,ar20,2,pitch_rate,20,2.0,0.01298099855197024,0.009527192744143693,0.017275421609267993,480,1000,0.95,0
unseen_seastate,tcn,ar20,2,pitch_rate,30,3.0,0.0371912082657249,0.031136400631042956,0.04482685956058331,480,1000,0.95,0
unseen_seastate,tcn,ar20,2,pitch_rate,50,5.0,0.09929262608999327,0.08640719911652586,0.11409305569113143,480,1000,0.95,0
unseen_seastate,tcn,ar20,2,pitch_rate,100,10.0,0.16979587306374486,0.13042487548524884,0.2166562707904034,480,1000,0.95,0
unseen_seastate,tcn,ar20,2,pitch_rate,150,15.0,-0.10182841982486893,-0.11265429242912121,-0.09049254677251062,480,1000,0.95,0
unseen_seastate,tcn,ar20,2,heave_rate,10,1.0,-0.009833810248734287,-0.010123306633715318,-0.00955513141566189,480,1000,0.95,0
unseen_seastate,tcn,ar20,2,heave_rate,20,2.0,-0.0033571271630080165,-0.0036263034463201666,-0.0030293146039968646,480,1000,0.95,0
unseen_seastate,tcn,ar20,2,heave_rate,30,3.0,0.006561933870215396,0.00536082328440189,0.007919673845612632,480,1000,0.95,0
unseen_seastate,tcn,ar20,2,heave_rate,50,5.0,0.024312733230686202,0.022047033905128847,0.026717871963105117,480,1000,0.95,0
unseen_seastate,tcn,ar20,2,heave_rate,100,10.0,0.31029595420702744,0.27726458138852383,0.3437411587210631,480,1000,0.95,0
unseen_seastate,tcn,ar20,2,heave_rate,150,15.0,0.04640903073941822,0.024515479515777726,0.070432055257082,480,1000,0.95,0
unseen_seastate,tcn,dlinear_ols,0,roll,10,1.0,-0.010763611903158504,-0.011057575282722316,-0.010505163220764367,480,1000,0.95,0
unseen_seastate,tcn,dlinear_ols,0,roll,20,2.0,-0.00133208805745775,-0.0017198185195981136,-0.0008823287211821915,480,1000,0.95,0
unseen_seastate,tcn,dlinear_ols,0,roll,30,3.0,0.014607950880858922,0.01233188754020236,0.01725055042119084,480,1000,0.95,0
unseen_seastate,tcn,dlinear_ols,0,roll,50,5.0,0.022983826561187682,0.01956336090221213,0.026873195579533507,480,1000,0.95,0
unseen_seastate,tcn,dlinear_ols,0,roll,100,10.0,0.1953689658733237,0.1766677772457847,0.2163153934110854,480,1000,0.95,0
unseen_seastate,tcn,dlinear_ols,0,roll,150,15.0,0.17261758229455243,0.15485935167935946,0.19432059038342656,480,1000,0.95,0
unseen_seastate,tcn,dlinear_ols,0,pitch,10,1.0,-0.013185598788944927,-0.013741708682624533,-0.012632342334808066,480,1000,0.95,0
unseen_seastate,tcn,dlinear_ols,0,pitch,20,2.0,-0.0038156181393968493,-0.004574124493744178,-0.002871872028023971,480,1000,0.95,0
unseen_seastate,tcn,dlinear_ols,0,pitch,30,3.0,0.025534929475656193,0.019776655104883082,0.03249234140953916,480,1000,0.95,0
unseen_seastate,tcn,dlinear_ols,0,pitch,50,5.0,0.05190986401815021,0.038687927340505406,0.06735621341760097,480,1000,0.95,0
unseen_seastate,tcn,dlinear_ols,0,pitch,100,10.0,0.1667414830310785,0.10886142728845452,0.23175593262711194,480,1000,0.95,0
unseen_seastate,tcn,dlinear_ols,0,pitch,150,15.0,0.05091297896662476,0.005268518997405219,0.10876539761156256,480,1000,0.95,0
unseen_seastate,tcn,dlinear_ols,0,heave,10,1.0,-0.009792963737429293,-0.009992822794107643,-0.0096055492842467,480,1000,0.95,0
unseen_seastate,tcn,dlinear_ols,0,heave,20,2.0,0.008383131755613614,0.006080346896522946,0.011130296949343631,480,1000,0.95,0
unseen_seastate,tcn,dlinear_ols,0,heave,30,3.0,0.09141835300824894,0.0759619141542085,0.10947188824598378,480,1000,0.95,0
unseen_seastate,tcn,dlinear_ols,0,heave,50,5.0,0.16266481229012403,0.13513411812223497,0.19534030731684449,480,1000,0.95,0
unseen_seastate,tcn,dlinear_ols,0,heave,100,10.0,0.7436691456907916,0.6332278205764174,0.8683448650970444,480,1000,0.95,0
unseen_seastate,tcn,dlinear_ols,0,heave,150,15.0,0.4564248663512726,0.34769105303106984,0.5879589279290207,480,1000,0.95,0
unseen_seastate,tcn,dlinear_ols,0,roll_rate,10,1.0,-0.01201654504151779,-0.01231084711608512,-0.011737233175692275,480,1000,0.95,0
unseen_seastate,tcn,dlinear_ols,0,roll_rate,20,2.0,-0.004787487388517684,-0.0050877199540539,-0.004461060929218884,480,1000,0.95,0
unseen_seastate,tcn,dlinear_ols,0,roll_rate,30,3.0,0.007245069980522581,0.006021060350926736,0.008724791027256868,480,1000,0.95,0
unseen_seastate,tcn,dlinear_ols,0,roll_rate,50,5.0,0.013659805725072069,0.011783033362952071,0.015881252200461177,480,1000,0.95,0
unseen_seastate,tcn,dlinear_ols,0,roll_rate,100,10.0,0.13359167639029648,0.12154308847665703,0.14737136787659036,480,1000,0.95,0
unseen_seastate,tcn,dlinear_ols,0,roll_rate,150,15.0,0.0945017628601329,0.08437842990365149,0.10756392311570638,480,1000,0.95,0
unseen_seastate,tcn,dlinear_ols,0,pitch_rate,10,1.0,-0.012227603557110998,-0.012509698023028072,-0.011962849387239698,480,1000,0.95,0
unseen_seastate,tcn,dlinear_ols,0,pitch_rate,20,2.0,-0.007340924704335955,-0.008226105222593727,-0.006522755146648356,480,1000,0.95,0
unseen_seastate,tcn,dlinear_ols,0,pitch_rate,30,3.0,0.01781021378364846,0.014788791729565992,0.020750393080836455,480,1000,0.95,0
unseen_seastate,tcn,dlinear_ols,0,pitch_rate,50,5.0,0.010986657380872915,0.005178660843521229,0.017654163549410594,480,1000,0.95,0
unseen_seastate,tcn,dlinear_ols,0,pitch_rate,100,10.0,0.06409055867745472,0.044012683837131875,0.08627596016529615,480,1000,0.95,0
unseen_seastate,tcn,dlinear_ols,0,pitch_rate,150,15.0,-0.06636409676707794,-0.08226611931210287,-0.047635927594993834,480,1000,0.95,0
unseen_seastate,tcn,dlinear_ols,0,heave_rate,10,1.0,-0.010216363411707525,-0.010462562052963075,-0.009981156125155087,480,1000,0.95,0
